id,age,job,marital,education
42661,50,management,married,tertiary
42662,48,unemployed,married,secondary
42663,81,retired,divorced,tertiary
42664,48,services,married,secondary
42665,45,admin.,married,secondary
42666,32,admin.,married,secondary
42667,49,technician,married,primary
42668,36,admin.,divorced,secondary
42669,36,admin.,married,unknown
42670,33,services,single,secondary
42671,32,technician,single,tertiary
42672,64,housemaid,married,primary
42673,37,self-employed,married,tertiary
42674,30,management,single,tertiary
42675,59,services,single,secondary
42676,50,admin.,married,secondary
42677,32,admin.,married,secondary
42678,60,retired,divorced,tertiary
42679,39,management,married,tertiary
42680,68,retired,married,primary
42681,37,management,married,tertiary
42682,65,retired,married,primary
42683,38,services,married,secondary
42684,37,admin.,single,secondary
42685,55,management,married,tertiary
42686,66,retired,married,secondary
42687,26,admin.,single,secondary
42688,40,technician,single,tertiary
42689,30,management,single,tertiary
42690,35,blue-collar,single,tertiary
42691,85,retired,married,primary
42692,28,management,married,tertiary
42693,57,management,married,tertiary
42694,79,retired,married,primary
42695,58,unknown,married,tertiary
42696,20,student,single,unknown
42697,64,retired,married,secondary
42698,42,technician,married,secondary
42699,27,student,single,secondary
42700,47,blue-collar,married,secondary
42701,37,management,married,tertiary
42702,21,student,single,primary
42703,63,housemaid,married,tertiary
42704,66,retired,married,secondary
42705,28,management,single,tertiary
42706,19,student,single,primary
42707,31,management,married,tertiary
42708,46,admin.,single,secondary
42709,42,admin.,married,secondary
42710,76,retired,married,tertiary
42711,61,retired,married,secondary
42712,62,retired,married,secondary
42713,39,management,married,tertiary
42714,37,management,single,tertiary
42715,74,retired,married,tertiary
42716,32,management,single,tertiary
42717,50,management,married,tertiary
42718,61,management,married,tertiary
42719,27,admin.,married,tertiary
42720,27,student,single,secondary
42721,30,technician,single,secondary
42722,63,retired,married,secondary
42723,63,retired,married,secondary
42724,36,management,married,tertiary
42725,38,unemployed,married,primary
42726,27,admin.,single,tertiary
42727,30,student,single,secondary
42728,92,retired,married,unknown
42729,33,admin.,single,tertiary
42730,40,admin.,married,tertiary
42731,77,retired,married,secondary
42732,74,retired,married,secondary
42733,56,retired,married,secondary
42734,68,retired,single,tertiary
42735,48,management,married,tertiary
42736,45,admin.,married,secondary
42737,30,admin.,single,secondary
42738,81,retired,married,primary
42739,35,technician,married,secondary
42740,42,unknown,single,unknown
42741,28,technician,single,unknown
42742,36,technician,married,tertiary
42743,38,blue-collar,single,secondary
42744,48,admin.,divorced,secondary
42745,52,services,married,secondary
42746,38,housemaid,divorced,secondary
42747,55,management,married,unknown
42748,71,unknown,married,tertiary
42749,61,admin.,married,unknown
42750,30,blue-collar,married,secondary
42751,20,student,single,unknown
42752,50,blue-collar,married,unknown
42753,70,retired,married,secondary
42754,69,retired,divorced,secondary
42755,54,admin.,married,secondary
42756,39,admin.,married,secondary
42757,44,technician,married,secondary
42758,26,admin.,single,secondary
42759,56,unemployed,divorced,primary
42760,73,retired,married,primary
42761,44,admin.,married,secondary
42762,61,retired,married,secondary
42763,66,retired,married,tertiary
42764,36,student,single,tertiary
42765,33,management,single,tertiary
42766,76,retired,married,unknown
42767,48,management,married,tertiary
42768,52,services,married,secondary
42769,66,retired,married,primary
42770,38,technician,single,tertiary
42771,32,admin.,single,tertiary
42772,48,management,married,tertiary
42773,30,blue-collar,married,secondary
42774,39,admin.,married,tertiary
42775,36,management,married,tertiary
42776,49,technician,divorced,unknown
42777,29,management,single,tertiary
42778,35,technician,married,secondary
42779,42,management,single,tertiary
42780,80,retired,married,primary
42781,68,retired,single,primary
42782,31,housemaid,single,tertiary
42783,33,technician,married,tertiary
42784,56,technician,married,tertiary
42785,64,management,married,tertiary
42786,54,admin.,married,secondary
42787,27,unknown,single,tertiary
42788,52,technician,married,tertiary
42789,63,technician,married,secondary
42790,34,admin.,married,tertiary
42791,50,management,married,tertiary
42792,66,retired,married,tertiary
42793,36,management,married,tertiary
42794,31,self-employed,single,tertiary
42795,52,blue-collar,married,primary
42796,82,housemaid,divorced,primary
42797,62,technician,married,unknown
42798,60,admin.,married,secondary
42799,62,entrepreneur,married,secondary
42800,60,retired,married,secondary
42801,43,self-employed,married,tertiary
42802,46,admin.,married,secondary
42803,28,admin.,single,secondary
42804,26,technician,single,secondary
42805,56,retired,divorced,primary
42806,34,management,married,tertiary
42807,36,technician,married,tertiary
42808,26,admin.,single,secondary
42809,54,admin.,single,secondary
42810,32,management,divorced,tertiary
42811,60,blue-collar,married,primary
42812,26,technician,single,tertiary
42813,48,management,married,tertiary
42814,42,management,single,tertiary
42815,35,unemployed,single,tertiary
42816,26,management,single,tertiary
42817,51,management,married,unknown
42818,45,management,single,tertiary
42819,20,student,single,primary
42820,29,technician,married,secondary
42821,60,management,married,unknown
42822,33,entrepreneur,single,secondary
42823,40,management,single,tertiary
42824,40,blue-collar,married,secondary
42825,72,retired,single,tertiary
42826,77,retired,married,tertiary
42827,36,admin.,single,tertiary
42828,65,retired,married,tertiary
42829,60,management,married,tertiary
42830,37,unemployed,single,tertiary
42831,67,management,married,secondary
42832,33,management,married,tertiary
42833,65,retired,married,secondary
42834,66,retired,married,primary
42835,45,management,married,tertiary
42836,30,student,single,unknown
42837,33,unemployed,single,tertiary
42838,29,admin.,single,tertiary
42839,31,admin.,single,secondary
42840,65,retired,married,primary
42841,56,services,married,secondary
42842,76,retired,married,secondary
42843,53,admin.,single,secondary
42844,64,housemaid,married,unknown
42845,30,technician,single,tertiary
42846,42,admin.,married,secondary
42847,33,technician,married,secondary
42848,34,admin.,divorced,secondary
42849,72,retired,married,primary
42850,44,technician,married,tertiary
42851,37,admin.,single,secondary
42852,31,unemployed,single,tertiary
42853,44,technician,single,tertiary
42854,52,blue-collar,married,secondary
42855,35,technician,single,secondary
42856,34,technician,married,secondary
42857,37,technician,single,secondary
42858,35,admin.,married,tertiary
42859,34,management,married,tertiary
42860,78,retired,married,unknown
42861,45,admin.,married,secondary
42862,37,management,married,tertiary
42863,29,technician,married,secondary
42864,77,retired,married,unknown
42865,68,retired,married,tertiary
42866,36,self-employed,married,tertiary
42867,38,admin.,single,secondary
42868,53,management,married,tertiary
42869,59,housemaid,married,secondary
42870,74,retired,married,primary
42871,39,services,married,secondary
42872,55,management,divorced,tertiary
42873,32,student,single,tertiary
42874,62,retired,married,secondary
42875,76,retired,married,primary
42876,42,technician,married,tertiary
42877,47,housemaid,single,primary
42878,35,admin.,divorced,secondary
42879,54,admin.,divorced,secondary
42880,37,admin.,single,secondary
42881,55,admin.,married,secondary
42882,77,retired,married,secondary
42883,41,technician,single,tertiary
42884,51,admin.,married,secondary
42885,33,admin.,married,tertiary
42886,30,services,married,tertiary
42887,30,student,single,secondary
42888,35,technician,single,tertiary
42889,28,management,single,tertiary
42890,35,unemployed,single,tertiary
42891,21,student,single,secondary
42892,80,retired,married,secondary
42893,61,management,married,tertiary
42894,38,technician,married,secondary
42895,63,housemaid,married,secondary
42896,48,blue-collar,married,secondary
42897,76,retired,married,tertiary
42898,28,services,single,secondary
42899,29,services,single,tertiary
42900,39,technician,married,secondary
42901,29,management,single,tertiary
42902,30,blue-collar,single,secondary
42903,33,technician,single,tertiary
42904,32,blue-collar,single,secondary
42905,25,management,married,unknown
42906,34,management,single,tertiary
42907,76,retired,married,secondary
42908,34,management,married,tertiary
42909,30,student,single,unknown
42910,36,admin.,single,tertiary
42911,32,admin.,single,tertiary
42912,42,admin.,married,tertiary
42913,36,management,divorced,tertiary
42914,37,admin.,married,secondary
42915,71,retired,married,tertiary
42916,29,housemaid,single,tertiary
42917,27,management,single,secondary
42918,43,management,married,tertiary
42919,58,unemployed,married,secondary
42920,73,retired,married,tertiary
42921,34,blue-collar,married,secondary
42922,29,blue-collar,married,secondary
42923,49,blue-collar,married,secondary
42924,52,management,married,unknown
42925,65,retired,married,primary
42926,33,management,married,tertiary
42927,25,management,single,tertiary
42928,32,technician,married,tertiary
42929,41,admin.,divorced,secondary
42930,42,admin.,divorced,secondary
42931,46,blue-collar,married,secondary
42932,23,admin.,single,tertiary
42933,84,retired,divorced,primary
42934,67,retired,divorced,secondary
